subset,id,questionText,cluster_id,clusters
stack,130,"A positive word for ""brag""",0,"[['speak up, according to Cambridge Dictionaries Online, means to give your opinion about something in public, especially on a subject that you have strong feelings about', 'Go ahead and brag about your achievements!', ""'to tell' is very neutral"", 'It indicates a non-boastful level of ownership of said achievements', ""It's okay to brag about [something]"", ""you're not bragging you're just listing what makes you the right choice"", 'the verb highlight merely denotes accentuating or emphasizing', 'there are terms like bragging rights (a positive thing)', 'When one possesses poise and confidence, their ideas and accomplishments tend to be viewed more highly', 'the shy person the OP is encouraging must have strong opinions about the worth of what he/she has done', ""My supervisor had 'forgotten' to give me credit for an improvement I had made at work"", ""They both suggest an acceptance of contribution in the sense of distribution of a fact or truth for the sake of it, instead of doing it with the purpose of inflating one's ego"", 'In this context highlight would mean they should make their accomplishments prominent', ""'tell it like it is' means to tell the complete, unadulterated truth; be forthright"", 'brag or boast makes it seem like a negative thing', 'positive connotations carry over from the usage of this word as a noun', 'http://www.oxfordlearnersdictionaries.com/definition/english/market_2', 'They both suggest an acceptance of contribution', ""I don't think they sound negative at all"", ""I've been prompted before (in an interview, and on my Google+ profile a while back) to brag about something--the asker simply wants to know of achievements or cool things that I've done, and is using the term brag to ask for them"", ""I actually heard 'market' being used by my boss, though informally"", ""It avoids telling your co-worker what they should or shouldn't do, which no one appreciates"", ""Collins defines speak up as: to state one's beliefs, objections, etc, bravely and firmly""], [""If it's good enough for Forbes it's good enough for the workplace""]]"
stack,131,Is there a way to get the awesome robe enchantments on armor?,0,"[[""Regen Magicka's base magnitude is 20%"", ""With the above equipment, you'd wind up +44% (or +144%) more magicka regen, -69% (or -94%) less fortify school, and +70% magicka and almost no armor rating"", 'with enchanting at 100', ""Fortify School's is 8%"", 'putting two enchantments on one item allows for two free schools of magic', 'There is no enchanted non-armor gloves in the game', 'net magnitude = base magnitude * 1 * 1.4465 * 2 * 1.25 = base magnitude * 3.6163', 'one has an empty gloves slot', 'Even if you do not excel in enchanting', 'Each additional point in armor adds more to physical durability than the previous point', 'If you cheat', 'Ring of Recovery gives +100% magicka regen', 'there are NO enchanted non-armor gloves in the game', ""You can't get Enchantment high enough to create those +150% robes"", 'leveling up enchanting, using a potion, and fortifying (school) on chest, head, ring, necklace can make that school free', 'skill multiplier = 1 + 0.3 * ((132 - 10) / 100) ^ 2 = 1.4465', 'as a mage around level 30 you can cast ironflesh which gives 80 armor', 'with mage armor 2 around that level it increases it to 200 armor', 'With high enough Enchantment, you can create four items that give -25% Magicka cost', 'I often get one-hit killed'], ['I have the enchantments'], ['With Extra Effect, you could add both to a helmet, armor and ring, and fortify school to a necklace'], ['skill multiplier = 1 + 0.3 * ((skill - 10) / 100) ^ 2'], ['Fortify starts at 5%, and goes up with skill / perks']]"
stack,131,Is there a way to get the awesome robe enchantments on armor?,1,"[['You can reach the armor cap fairly easily', 'armor cap equals 85% damage reduction']]"
stack,131,Is there a way to get the awesome robe enchantments on armor?,2,[['petty soul gems go all the way down to 1/12th the base magnitude']]
stack,131,Is there a way to get the awesome robe enchantments on armor?,3,[['A school fortified 100% (i.e. 0% magicka cost) is better than all the magicka regen out there for that particular school']]
stack,131,Is there a way to get the awesome robe enchantments on armor?,4,"[['There are benefits to concentrating', 'Most mages focus on only a few schools']]"
stack,131,Is there a way to get the awesome robe enchantments on armor?,5,"[['I get +100% magicka regen and +50 magicka', 'I reduce the magicka costs for all spells by 23%, 1% more than the master robes do for one school', 'I use every school of magic and not just one'], [""the diadem of the savant does NOT cancel the 'mage armor' bonuses""]]"
stack,131,Is there a way to get the awesome robe enchantments on armor?,6,"[['With clothes equipped, you lose out on perks like Custom Fit/Well Fitted, Matching Set']]"
stack,132,Word for group of noisy people,0,"[[""synonyms of 'ruckus' are: disturbance, big scene, bother, brawl, commotion, disorder, disruption, fray, fuss, hubbub, racket, stir, turmoil, upheaval, uproar"", 'you are looking in context of people who gossip loudly', 'You might choose different words depending on whether or not they bother you', ""amongst synonyms of 'noisy' are: chattering, disorderly, ear-popping, ear-splitting, loudmouth, rackety, raising Cain, raising the roof, rambunctious, riotous, rowdy, screaming, tumultous/tumultuous, turned up, uproarious""]]"
stack,132,Word for group of noisy people,1,"[['I found that they were just happy, laughing, joking and congratulating as somebody had been engaged'], ['noises were coming from the other room']]"
stack,132,Word for group of noisy people,2,"[[""'Raucous' still gets used in writing fairly often""]]"
stack,132,Word for group of noisy people,4,"[['circus', 'horde', 'cacophony', 'sideshow'], ['racket', 'celebration', 'fete', 'gaggle', 'mob', 'soiree', 'party', 'clamor']]"
stack,133,Would this component require a heat sink?,0,"[['This is quite low', 'A TO-220 package has a thermal resistance to air (heatsink-to-ambient) of about 70 C/W', 'Total is 100mW, which is well within the very conservative 600mW you can dissipate from a TO-220 without a heatsink', 'The power dissipated by the regulator itself would be 12 (V) * 0.006 (A) = 0.072 W', 'The power dissipated is (12V - 5V) * 0.004A + 12V * 0.006A (the latter term is to account for maximum regulator internal consumption)', 'The Junction to Air Thermal Resistance for the TO-220 package is 65 °C/W', 'The power dissipated will be 7 (V) * 0.004 (A) = 0.028 W', 'Total dissipation is 100 mW', 'The power dissipated is (12V - 5V) * 0.004A + 12V * 0.006A', 'The power dissipation of this regulator is directly associated with the voltage it drops and the current the circuit draws', 'At 4mA, dropping 12-5 = 7V, would be 4mA * 7V = 28 mW', 'If we assume you are working in an ambient of 25 °C, this means your component will heat up to approximately 27 °C', 'It has a max output current of 100 mA, which is still more than what you need', 'This is well within the specified temperature range', 'At 4mA, the total power dissipation in the regulator is of 0.028W', 'The Max operating temperature is 125 °C', '230 °C/W * 0.028 W = 6.44 °C', 'Your power dissipated would be 4 mA * (12 V − 5 V) = 0.028 W which is equal to 28 mW', 'A 78l05 is rated for less current', 'A 78l05 can dissipate less power', 'Regulating from 12V to 5V means a voltage drop of 7V in the regulator', 'A 78l05 is a TO92 packaged version of the regulator', 'A 78l05 would still be adequate for this', '65 °C/W * 0.028 W = 1.82 °C which means your 7805 will heat up by approximately 2 °C above the ambient temperature', ""The TO-92 package is the 'Z' package which has a Junction to Air Thermal Resistance of 230 °C/W"", 'The unit will heat up approximately 2 degree C above ambient']]"
stack,133,Would this component require a heat sink?,1,[['the sensor draws 4mA current']]
stack,133,Would this component require a heat sink?,3,"[[""The line and load regulation is poorer for the LM78L05, it's not the same die""]]"
stack,133,Would this component require a heat sink?,4,"[['Supply Power =12V * (4mA + 8mA max {Iq(reg)} = 144 mW', 'Load = 48mW', 'A rise of less than 40°C of insulated junction above board temp ambient is ok if the board is less than 40°C'], ['Regulator= 144-48=96mW * 65’C/W =6.5’C junction rise above board temp']]"
stack,133,Would this component require a heat sink?,5,[['If load is much greater']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",0,"[['just working out with reasonably constant food intake will improve their lives in a jillion different ways', 'Depends on genetics, hormones and your exact diet', 'With all the hullabaloo about bulking and cutting, people forget that just working out with reasonably constant food intake will improve their lives in a jillion different ways', 'There are many variables at play']]"
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",1,[['Nobody can predict exactly what is required.']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",2,[['just working out with reasonably constant food intake will improve their lives in a jillion different ways']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",3,[['just working out with reasonably constant food intake will improve their lives in a jillion different ways']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",4,[['just working out with reasonably constant food intake will improve their lives in a jillion different ways']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",5,[['Fibers provide optimal bowel movement which in turn reduce the risk of colorectal cancer']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",6,[['Sailors sailing across oceans for months suffered from atrocious tooth decay because of lack of vitamin']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",7,[['Excess of salt consumption has been demonstrated to enhance the risk of heart disease']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",8,[['Balance is needed to meet not only your energy needs for physical and brain activities but also to provide the right amount of constitutive molecular bricks to maintain your body healthy']]
stack,134,"If I lift weights and eat exactly my calorie requirements, what will happen to my body?",10,[['muscle is more dense than fat']]
stack,135,What is the best place to grind experience?,2,"[['Brachiosaurs and Tyrannosaurs spawn here'], ['Brachiosaurs frequently drop Economizers (aka Celestriads)'], ['The Veldt has the advantage of teaching Gau new abilities if you have him in your party and Leap when you encounter something new', 'You can sometimes steal Ribbons from Brachiosaurs, which is an extra boon', 'If you know Vanish and X-Zone, and have the Gem Box (aka Soul of Thamasa), you can double-cast these two spells on them to kill them instantly']]"
stack,135,What is the best place to grind experience?,3,[['There are cactuars and Slagworms']]
stack,135,What is the best place to grind experience?,4,"[[""After ten cactuar kills, just avoid the center tile on the lower left portion of the desert, so you don't run into the Gigantuar...unless you're ready for him""]]"
stack,135,What is the best place to grind experience?,5,[['Having appropriate speed enhancing relics is also a plus']]
stack,135,What is the best place to grind experience?,7,"[['Hoovers are high on HP', ""5MP per hoover isn't bad and the XP is pretty good as well""], [""Using Offering + a weapon with an instant kill chance can end the fight quickly, before he starts using 'Crush' to instant kill your toons""]]"
stack,135,What is the best place to grind experience?,11,"[[""I've only ever played this game on the SNES or Playstation platforms.""], ['On these, this method is flawless.']]"
stack,135,What is the best place to grind experience?,12,"[['Then, just make sure you have a person who can use tools (Edgar or Gogo, even better to go half and half with them to split up the experience).', 'Hoover WILL NOT counter with Sandstorm.', ""The enemies can't touch you"", ""If you encounter Cactuar, pass the turn to the tool user and use the 'Drill' for an instant kill."", ""I've never had Cactuar use 10,000 needles before he dies, as long as I was paying attention."", ""If you encounter Hoover, again, go straight to your tool user and hit him with an 'Air Anchor.'"", 'If you are using 2x experience egg then you will be gaining almost 20k experience or something like that PER battle', ""Then just wait for Hoover to attack or use Crush (which will miss because you're invisible) and he instantly dies, every time.""], ['Firstly, make sure everyone has vanish (summoning phantom makes this part a sinch) before going to the desert.'], ['Make sure ur HP is 9999'], ['Right next to DOMA in the WoR you fight solo, with invisible status'], ['You will only need to do this once.']]"
stack,135,What is the best place to grind experience?,14,"[['The 100% hit rate ensures the hit', ""Since Sniper Sight only applies to 'fight' command, this combo of weapon and relic guarantees a one shot kill on the little buggers, putting 10 Magic Points in your pocket, along with 10k gold no matter who you put them on""], [""The Atma Weapon does damage based on your character's HP, ignoring all defenses, just like Edgar and his drill, IF he actually hits with the drill""]]"
stack,136,View the Grand Canyon by helicopter - is it real?,0,"[[""the 'Grand Canyon Tour' website mentioned above says the tour is going to the West Rim"", ""Wikitravel's Grand Canyon page mentions two companies"", 'you should expect approx. ~$10 per person and per flight-minute for a 6-seat Helicopter', 'I heard that there are some helicopter tours available during visiting the Grand Canyon', 'The views were incredible'], ['I imagine you would do that well in advance online these days', 'I just showed up and booked at their desk at the airport'], ['I was able to get a real feel for just how immense it is'], ['This Las Vegas-based sightseeing and charter services company']]"
stack,136,View the Grand Canyon by helicopter - is it real?,1,[['I presume so they can get the balance of the helicopter about right']]
stack,136,View the Grand Canyon by helicopter - is it real?,3,"[[""They don't need to fly you there and back again"", 'You are already at the Grand Canyon']]"
stack,136,View the Grand Canyon by helicopter - is it real?,4,"[[""tour operators may be offering discounts to your hotel's guests"", 'online booking is always there but discounts may not be', ""you won't know until you talk to a concierge""]]"
stack,136,View the Grand Canyon by helicopter - is it real?,5,"[[""I recall the pilot saying he wasn't allowed to go lower due to (then) recent changes in regulations for tourist helicopters""]]"
stack,137,What is the fastest method to 'break in' full leather boots?,0,"[[""I return the boots if I'm not feeling good with them at the end of that five miles"", 'Well-built boots that fit properly can be broken in fairly easily and blister-free', 'As it drys the leather shrinks to your foot shape', 'It is an old and persistent myth that full leather boots will necessarily have a blister-inducing break-in period', 'Using some sort of leather conditioner, work the boots with your hands', ""Whenever I buy boots I immediately go out and hike five miles (preferably someplace that won't beat the shoes up)"", 'Standing in a stream removes heat', ""I've bought the wrong boots in the past"", 'It softens the boots', 'I purchased full leather boots (similar to these boots)', 'Using your thumbs apply very firm pressure to the toebox in circles', ""If their version of 'normal' is too far off from your own normal foot, it won't matter what size they are, they won't ever fit right"", 'Toe-box too narrow or wide, boot too long / short, too much volume around the bridge, too much volume around the ankle etc...', ""Most reputable outdoors shops will allow you to buy them, try out indoors at home and exchange them if they aren't suitable (at least in the U.K. and assuming they are still in a new condition)."", 'Flex the toe bend and ankle areas', 'Not just some clueless yahoo at the boot store', 'Wetting the leather softens it', 'Standing in a stream lubricates the area', 'I bought well-fitting boots and did not break them in', 'Flex it back and forth as much as possible', 'Wildland firefighters like to do this', ""Each brand uses a different last - or mold - of a 'normal' foot on which their boots are built"", 'In the really old days this was done by tallow (or other fat) and chewing, followed by tallow and rubbing', ""If they are good quality, fit really well and suitable for your chosen activity I wouldn't expect many problems.""], ['I followed their advice']]"
stack,137,What is the fastest method to 'break in' full leather boots?,1,[['The boots have never given me blisters despite spending many days walking in the mountains in them']]
stack,137,What is the fastest method to 'break in' full leather boots?,3,"[['Wearing boots around for a few hours in a casual, no sweat environment helps break in the leather and prevent blisters']]"
stack,137,What is the fastest method to 'break in' full leather boots?,4,"[['Blisters usually form when your socks get sweaty and things start to rub around', 'Wearing boots around the house gives you a chance to break in the leather slowly over time, while keeping your feet blister-free']]"
stack,137,What is the fastest method to 'break in' full leather boots?,6,"[['Some examples are Lexol, Neatsfoot Oil, and Mink oil']]"
stack,138,What do these chord annotations mean?,0,[['this type of choice is given']]
stack,138,What do these chord annotations mean?,1,"[['You can do whatever you like', 'there are dozens of variations', 'Players like Oscar Peterson, Art Tatum, Dick Hyman, Peter Nero and Adam Makowicz are all prolific ii V players', 'after this', 'Or Em7 A7 Dm7 G7 C', 'If one wanted to be a little more adventurous', 'All music is littered with two fives', 'instead of playing a boring Dm7 to a G7 to a C, you can play, Ebm7 Ab7 Dm7 G7 C']]"
stack,138,What do these chord annotations mean?,2,"[['on the final time through the head'], ['this type of choice is given']]"
stack,138,What do these chord annotations mean?,3,"[[""the head may have a simpler set of changes and the solo filled up (chromatic ii-V's are common in Jazz and Bop)""]]"
stack,138,What do these chord annotations mean?,6,[['All music is littered with two fives']]
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),0,"[['It is worth looking at the original version'], ['this fits the movement into the next chord as written']]"
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),1,"[[""The score you're working from is inaccurate in this particular bar"", ""you'll find a lot of copies of the original scores online"", 'many of them are already in public domain (copyright free, because they were written before 1929)'], ['he definitely includes the F-sharp', ""if you play it at a normal speed and they resolve fast enough back to a diatonic tone, it gives more like a 'color' to the song instead of an off-sounding feeling""], ['ragtime has speed of resolution', 'most rags use a lot of chromatic notes that clash with the melody or harmony unless you play it fast enough']]"
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),2,"[['The red marked segment sounds off when I play it', 'The red marked segment sounds nothing like the sound file on 8notes.com']]"
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),3,[['The left hand has the chord Bb C E']]
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),4,[['You are at the stage where you are playing this type of simplified arrangement']]
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),5,"[[""The G F# G in the right hand are marked 'p' (soft)""]]"
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),6,[['it actually sounds fine the way it is written in that score']]
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),8,"[['they often have mistakes in them', 'they are probably fine for simple songs like hymns', 'they are not that great for more advanced scores']]"
stack,139,Part of the notes sound off (Scott Joplin - The Entertainer sheet music for Piano),9,[['A G would be a prominent clash with the melody']]
stack,140,Ways to improve your writing skills,0,"[['Some schools have people whose job includes helping students improve their writing', 'Ask your curriculum advisor, any professor, or someone in the careers center if your school has such services']]"
stack,140,Ways to improve your writing skills,1,[['it would influence either their way or their style of writing']]
stack,140,Ways to improve your writing skills,2,"[['In addition to reading (as suggested by others)'], ['You will eventually develop a style of your own with enough time and practice']]"
stack,140,Ways to improve your writing skills,3,[['I only need to sit in front of my computer then reach many ways to many spots']]
stack,140,Ways to improve your writing skills,5,"[[""A lot of programmers can't write a coherent design document or technical specification""], ['Anytime you read a passage that is particularly clear or compelling', ""If your school has classes in technical writing, see if there's a low-level course that's open to non-majors"", 'this is the one that makes what we say clear or not', 'all kind of writing seem to put forward some argument or thesis about how the world is, or how people act, or advocate some sort of philosophy about how we should think about a topic or life in general'], [""it's not like it's some random rambling from an armchair amateur or something"", 'the book was made from a very successful critical thinking and writing course taught in an university in Australia'], ['when I write my poem I could be inspired by that experience']]"
stack,140,Ways to improve your writing skills,6,[['it is linked to their background of life']]
stack,140,Ways to improve your writing skills,7,[['There is more to software documentation than inline comments in the code']]
stack,140,Ways to improve your writing skills,8,"[[""those people shouldn't be the type who 'txt spk'""]]"
stack,140,Ways to improve your writing skills,10,[['Technical writing classes will probably be offered by the English department']]
stack,140,Ways to improve your writing skills,16,"[[""I also learn more about writing by reading others' work""]]"
stack,140,Ways to improve your writing skills,17,"[['reading helps on improving writing', 'if you read specific things coming from newspapers, magazines and other articles relevant to what you are studying, it can definitely help you both in your English and in your own knowledge and awareness in your field', 'this will help you expand your vocabulary', 'that worked for me', 'this will help you get more at ease with sentence structures, spelling and grammar']]"
stack,140,Ways to improve your writing skills,23,[['Some schools have people whose job includes helping students improve their writing']]
stack,140,Ways to improve your writing skills,26,"[[""You're a CS major""]]"
stack,140,Ways to improve your writing skills,27,"[[""It's not enough just to read""]]"
stack,140,Ways to improve your writing skills,28,"[[""I'm sure you can find ones which can be at the same time interesting (even if you don't participate in the conversation) and help you with your own English"", 'those are often more dynamic but less formal English, which also helps']]"
stack,140,Ways to improve your writing skills,30,[['You have to read like a writer']]
stack,141,Why are papers printed in a two column format?,0,"[['You need to break text into paragraphs for same reason', 'There is quite good psychological research', '60 characters increases reading ease and speed', 'about 60 characters per line is optimal for that level of casual reading', 'This was calculated by the ratio between font size and leading which were picked by humans as most comfortable to process', 'Shrinking the width allows me to gobble single lines', 'In that quantity a single column would just look like a big chunk of text', 'It was shown, by experiment', 'Long lines of text can be hard to read', ""Keyframe says 'optimal amount of text for print material'"", '60 characters enables one to slurp in an entire line'], [""There's long-standing rules of thumb""]]"
stack,141,Why are papers printed in a two column format?,3,"[['there is a tendency to have a lot of free space on the sides when writing mathematical equations', 'using two columns reduces the white space on the side of the equations']]"
stack,141,Why are papers printed in a two column format?,4,"[[""Keyframe says 'optimal amount of text for print material'""]]"
stack,141,Why are papers printed in a two column format?,7,[['See Test 3 in this document']]
stack,141,Why are papers printed in a two column format?,10,"[['equations do not hurt the readability'], ['figures do not take up nearly as much of the limited page count']]"
stack,141,Why are papers printed in a two column format?,12,[['They needed to have the words be below a certain size so they could fit more of them per page']]
stack,142,What do you call this work disorder?,0,"[['With a pittance of a salary, how could they be enthused to become proactive people?', 'literalism is adherence to the exact letter or the literal sense, as in translation or interpretation', 'Proactive as an adjective means: controlling a situation by making things happen or by preparing for possible future problems', '(Of a person or action) creating or controlling a situation rather than just responding to it after it has happened'], ['(Of a person) introducing new ideas; original and creative in thinking'], ['Fear of Failure Prompts Workers to Shirk Responsibility (amanet.org)'], ['fear of doing the job incorrectly would be pretty ironic', 'the latter already mentioned by Josh in his comment'], ['least effort: the least effortful way to do something']]"
stack,142,What do you call this work disorder?,1,"[[""it's less of a problem with lack of intuition so much as doing the bare minimum""]]"
stack,142,What do you call this work disorder?,2,"[['Always doing the bare minimum, following instructions to the letter. Forcing others to micro micro manage them', ""I have observed a frequent work disorder (or at least work habit) but I can't find a name for it""]]"
stack,142,What do you call this work disorder?,4,"[['work to rule is an industrial action in which employees do no more than the minimum required by the rules of their contract, and precisely follow safety or other regulations in order to cause a slowdown, rather than to serve their purposes']]"
stack,143,What is the conversion for dotted quarters to bpm in 6/8 time?,0,"[[""A lot of metronomes, especially mechanical ones, won't quite reach 216bpm"", 'Dotted crotchet = 72bpm', ""That's catered for in the 'dotted quaver = 72bpm.'"", 'Which one fits the music the best may change from one section of the piece to another', 'if the metronome mark were the same in a 3/8 or 9/8 or 12/8 piece, you would still be playing 72 bpm', 'In 6/8 the beat is a dotted quarter', '216bpm is three times 72bpm', 'the dotted quarter is the basic tempo object in 6/8', 'the number of measures per minute would change, of course, since the number of beats per measure would change', '216 bpm is far too fast to be practical', 'These beats are subdivided into three pulses that are quavers (eighth notes)', 'There is an inherent ambiguity in a 6/8 meter -- shall I think of this, or conduct this, with six beats in the measure, or with two beats in the measure?', ""It's manic"", 'There are 2 beats in a bar, and these are dotted crotchets (dotted quarter notes)', 'the metronome setting is given for the dotted quarter note indicates that each dotted quarter note is one beat', 'If the tempo is given as a dotted crotchet = 72, this means there are 72 beats per minute', 'the piece is set at dotted quarter=72 in 6/8 time', '216bpm is a high tempo']]"
stack,143,What is the conversion for dotted quarters to bpm in 6/8 time?,1,[['216bpm is a high tempo']]
stack,143,What is the conversion for dotted quarters to bpm in 6/8 time?,2,[['the piece is set at dotted quarter=72 in 6/8 time']]
stack,144,How can Gon be so tough physically when he’s just a child?,0,"[['His father was the only other person in the entire island who single-handedly caught the giant fish, and at the age of 7 no less', 'The first five seem well within the norm of a young, highly active 12 year old who grew up in the wilderness', ""By the time he got to Heaven's Arena it would be fair to call him extremely tough and getting tougher every day"", 'Since he was just a little kid, he was fighting them and hunting to get food', 'At the end of the Exam Arc, Gon wakes up with his broken arm, learns what happened, and approaches Illumi with great anger', 'This is a recognized phenomenon in our world, see the Scientific American article When Fear Makes Us Superhuman', 'These were not mystical or beyond understanding', 'He had a lot of good qualities from the beginning, including genetics and his friendly, outgoing demeanor', 'The island where Gon lived full with wild animals', 'He even uses his one good arm to lift Illumi above his head and break his arm through force of grip alone', 'He grew up in the mountains where everything he did was a form of training he did unknowingly'], ['Nen type, Enhancement, is able to strengthen oneself or objects'], [""his training to open the gate of Killua's estate""]]"
stack,144,How can Gon be so tough physically when he’s just a child?,1,[['Killua has undergone a lot of physical torture']]
stack,144,How can Gon be so tough physically when he’s just a child?,3,"[['Killua has have the much more taxing training', 'Killua was trained from birth']]"
stack,144,How can Gon be so tough physically when he’s just a child?,4,"[['They lift heavy things all the time, woods, rocks', 'They eat natural food and do physical activities all the time']]"
stack,144,How can Gon be so tough physically when he’s just a child?,5,"[['Gon lived in whale island, which was noted for having a wide variety of creatures', 'Due to his lifestyle, he gained highly enhanced senses, physical strength, and creature like reflexes', 'Gon lived like a wolf child, despite having his aunt and older relative to live with']]"
stack,144,How can Gon be so tough physically when he’s just a child?,6,"[['This was due to a combination of honest surprise and curiosity, a recognition that Gon was not a mortal threat, and the knowledge that Hisoka had already claimed Gon as his prey']]"
stack,144,How can Gon be so tough physically when he’s just a child?,7,"[['his father is one of the best hunter', ""It's in his blood"", 'Luffy got his Haosoku no Haki at by birth as said by his grandfather']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,0,"[[""This is the way that we are told she is Cobb's dead wife""], ['Mal is very antagonistic'], ['We have already been introduced to Mal in the first dream in the movie']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,1,"[[""Cobb's subconscious was beginning to feel uneasy and threatened by the sudden changes to the dream world""], ['after the mirrors shattered the ease is restored and subconscious resumes its existence'], ['they are completely alone in the scene between the mirrors and prior to the enclosure']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,2,"[['she can manipulate anything', 'She broke the mirror herself to project the infinite walkway.', 'this is a display of that and her control', 'to show off some fancy visual effects in the movie (endless mirrors without showing a camera)', 'this includes turning solid air into a mirror-door', 'The mirror broke due to the limit of the creativity of her conscious not knowing what exactly is behind the mirror.', 'She was seen creating the folding road, something that her mind was able to rationalize based on the creativity that is allowed within her sub-conscious.', 'her playing around with the physics and her own creation skills within a dream']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,3,"[[""The main theme of the movie is 'is Cobb living in a dream?'""], ['You should only use detail and make a completely fake space so that you are always aware of when you are in a dream']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,4,"[[""It stops the audience from saying 'why don't they just magic up a new route to the middle of the hospital'"", 'The more you as an architect change the environment of the dream the more the projections are going to attack you', 'This is done by the writers to place limits on what the architect can do in the dream'], ['the scene gives some background to what shared dreaming actually is and the mechanics of it all (projections, extraction, etc)']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,5,"[[""It would end up in a discontinuity of the movie environment and Cobb's reaction.""]]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,6,[['seeing the self in the infinite mirror and witnessing a breaking mirror could present the conscious and subconscious to confront itself and change']]
stack,145,Can someone explain mirror scene with Ariadne in Inception?,7,"[['The feel and weight of a totem actually tells someone whether they are dreaming or not.', 'Weight, touch is not quantifiable when dreaming.']]"
stack,145,Can someone explain mirror scene with Ariadne in Inception?,9,"[['With the mirrors, Ariadne is discovering a way to create changes in the dream that Cobb’s mind can accept', 'Cobb’s mind accepts the change in the dream because the two mirrors create the illusion of an extended road', 'All that is left for her to do is break the mirror and she successfully creates a road without bothering Cobb’s subconscious', 'In this instance, she creates an extended road that wasn’t there before']]"
stack,146,Tanks in GTA V and Online,0,"[['I have found multiple tanks not moving at the military base', 'You have 5 stars after leaving the base', 'I usually steal a cargobob helicopter', ""If you can drop the hook and pick up the tank it's pretty easy from there""], ['I usually take the tank and drop it by a train tunnel that way you can drive in the tunnel and no cops can get to you']]"
stack,146,Tanks in GTA V and Online,1,"[[""Trying to get in, which is pretty suicidal (assuming the driver hasn't locked the tank, of course)"", 'This method requires you to be at least level 50', 'Calling Lamar to set a mugger on the driver to pull him/her out']]"
stack,146,Tanks in GTA V and Online,3,"[['It is the most direct and reliable approach', 'It comes down to how accurate you can lock on and get that instant kill.', 'It is really easy and hilarious', 'it takes about 10 RPG shots to take out a tank', 'Tank can be either still or moving, but it works.', ""I haven't met anyone who shot it with an RPG (requires level 100) yet, but I can imagine that it's even more devastating than other explosive weapons""], ['if you go in solo (like myself) you can probably shoot off 2 or 3 rockets maximum, before the player sees you and kills you with 1 shot', ""It's also vulnerable to grenades, sticky bombs, the grenade launcher, RPGs, other tanks and the rockets of buzzards and fighter jets"", ""It's not like in previous GTA games where it could take an infinite amount of car explosions when driving over them""], ['It is the least expensive approach']]"
stack,146,Tanks in GTA V and Online,4,"[[""killing them so you don't get a bounty""], ['throw a stickie bomb on the hood', 'ram into the back of the tank and blow yourself up']]"
stack,146,Tanks in GTA V and Online,7,[['Five stickybombs under a helicopter']]
stack,147,"Is saying ""I figured it out!"" (past tense) correct usage?",0,"[[""It's quite similar to the context where I ask informally, 'Understand?' and you reply, 'Yep! Understood.'"", 'neither would be wrong', 'if the problem was particularly hard to grasp, this might be important', ""'I figured it out!' is especially used as an exclamation"", 'often would come down to personal preference', ""'I've done it!' would convey the same meaning as 'I formed a hypothesis, and have confirmed it as valid through experiment!'"", ""I have noticed this in many Hollywood movies wherein someone advises/instructs someone and the other fellow immediately nods, 'Got it!'"", 'You can say it this way as an exclamation', ""The 'figured out' part did happen in the past""]]"
stack,147,"Is saying ""I figured it out!"" (past tense) correct usage?",2,"[[""Language 'correctness' itself is a difficult concept""]]"
stack,147,"Is saying ""I figured it out!"" (past tense) correct usage?",3,[['I understand it places emphasis on the fact that you presently understand it']]
